Time,Value
0,9.93472513649171
1,10.2249354313943
2,10.0614949664254
3,10.013253861077
4,9.90073643043917
5,9.94338747825404
6,10.1732169296862
7,10.2466998213581
8,9.91951105534778
9,10.1379678947396
10,10.0272381837608
11,10.0744751316713
12,10.1582238574354
13,9.79619174981103
14,10.1328935111906
15,10.1249760518265
16,10.2147458223315
17,9.95976978969128
18,10.0785209599814
19,10.0536504516456
20,10.0363082298892
21,10.1833776426867
22,10.1200165901649
23,9.76032830977642
24,10.0741158748746
25,9.79761508969341
26,9.93616272834733
27,10.0574480996221
28,10.0752307057874
29,9.99771625324991
30,10.009912025905
31,10.0111789246566
32,10.1420512850293
33,10.0749813409669
34,9.86287695360008
35,10.0744114956405
36,10.1218421914154
37,10.2314361335059
38,10.0914649201851
39,10.1056881327903
40,9.9557635637605
41,9.71216830827056
42,9.31519897665807
43,9.1586895964723
44,9.01942299424902
45,8.6842631997619
46,8.3080216889682
47,8.10040106882322
48,7.85573390607084
49,7.79520917601532
50,7.72348225493989
51,7.05819532151851
52,6.82178300738631
53,6.87908477828451
54,6.46437812373737
55,6.42306077462581
56,6.20343710452694
57,5.87409888125594
58,5.49449758250544
59,5.26618990287698
60,4.90881398280884
61,5.14404443905224
62,5.16289610558863
63,4.93997846669357
64,5.05942481693169
65,5.14971793561402
66,4.91722597451057
67,5.11810885852482
68,5.11470227694322
69,4.76460185795315
70,4.82540391647929
71,4.79618820505295
72,4.77660724486467
73,5.15836224218982
74,5.14541010880101
75,5.13992400444923
76,4.98549526793177
77,5.13010939530448
78,4.90399388674979
79,5.06431839168567
80,4.89869420664153
81,5.1115284371541
82,5.0833929383152
83,4.93407034113327
84,4.80599869101342
85,5.05335695343362
86,4.92789931261543
87,5.15575532405604
88,5.13224317875989
89,4.87625513825128
90,4.85661566167486
91,4.7669002828343
92,5.16588473208047
93,5.23791481671689
94,5.15282702964684
95,5.20568502504917
96,5.15692166364518
97,5.07967953849528
98,5.05012081447859
99,4.91423933086727
100,4.94749296516143
101,4.76799839599302
102,5.05071918903182
103,4.78836850450635
104,4.8341487325944
105,5.13871243350991
106,4.79244559309327
107,5.23702818889018
108,4.91205073490552
109,4.88547298618133
110,5.02732885890159
111,4.75598274697407
112,5.21825728933036
113,5.00751715980271
114,4.78705543115723
115,4.95181961132939
116,5.07376565682433
117,4.94657651742974
118,5.08831239775164
119,4.87485544557279
120,5.12213021586648
121,5.09787066737244
122,5.07452095184534
123,4.83245809891452
124,5.17624367731858
125,5.0759384160904
126,4.79954181707069
127,5.05792171982096
128,5.1142635791458
129,4.95248472839536
130,4.93364155491917
131,5.2042706093092
132,5.21068562329082
133,5.16047273838709
134,5.01234025529656
135,5.11723079634217
136,4.94920986271378
137,4.87636555381924
138,4.95471856417184
139,5.21709634837861
140,5.00617958861211
141,5.04858278966403
142,5.40184842143127
143,5.60509610554322
144,5.90791630020061
145,6.34078934373476
146,6.63567107932326
147,6.99095685903689
148,7.24503223540393
149,7.04833730072851
150,7.52349349694878
151,7.62877728376795
152,8.13667539094181
153,8.16137801615991
154,8.48516904210153
155,8.5794148678
156,9.2309329119618
157,9.35426913113506
158,9.31023688251072
159,9.91220635785843
160,9.76188317707531
161,10.1801302749036
162,10.1581718900111
163,9.84243455414759
164,10.1992834943957
165,9.78029919912329
166,10.2262986336716
167,9.81167321720388
168,9.82630129329014
169,9.76609260721577
170,10.0264592150544
171,10.1417665780412
172,9.85359524919727
173,9.96768398242081
174,9.81945801293555
175,10.0762320320947
176,10.2182418989604
177,10.1922609196061
178,9.79913216005306
179,9.88591754241286
180,10.180592593011
181,9.94127344992633
182,9.90291555583706
183,10.1159609770095
184,9.81467402065588
185,9.92169684162711
186,10.1709225649792
187,10.1375137485094
188,10.1953703978725
189,9.98035242110224
190,10.0546895621829
191,10.037813255766
192,9.78533227461972
193,9.80956828645725
194,9.84673231542199
