Time,Value
0 , 9.934725136491712
1 , 10.224935431394346
2 , 10.061494966425442
3 , 10.013253861077043
4 , 9.900736430439167
5 , 9.943387478254037
6 , 10.173216929686163
7 , 10.246699821358142
8 , 9.919511055347776
9 , 10.137967894739607
10 , 10.027238183760756
11 , 10.074475131671276
12 , 10.158223857435397
13 , 9.79619174981103
14 , 10.13289351119058
15 , 10.124976051826527
16 , 10.214745822331514
17 , 9.959769789691277
18 , 10.078520959981425
19 , 10.05365045164562
20 , 10.036308229889233
21 , 10.183377642686686
22 , 10.12001659016492
23 , 9.760328309776419
24 , 10.0741158748746
25 , 9.797615089693409
26 , 9.936162728347329
27 , 10.057448099622105
28 , 10.075230705787433
29 , 9.997716253249905
30 , 10.009912025905022
31 , 10.011178924656555
32 , 10.142051285029329
33 , 10.074981340966925
34 , 9.862876953600077
35 , 10.074411495640533
36 , 10.121842191415436
37 , 10.231436133505923
38 , 10.091464920185082
39 , 10.105688132790277
40 , 9.955763563760495
41 , 9.712168308270558
42 , 9.315198976658067
43 , 9.1586895964723
44 , 9.019422994249016
45 , 8.684263199761904
46 , 8.308021688968202
47 , 8.10040106882322
48 , 7.85573390607084
49 , 7.795209176015321
50 , 7.723482254939893
51 , 7.058195321518513
52 , 6.821783007386311
53 , 6.8790847782845095
54 , 6.464378123737367
55 , 6.4230607746258075
56 , 6.203437104526935
57 , 5.874098881255941
58 , 5.49449758250544
59 , 5.266189902876975
60 , 4.908813982808836
61 , 5.144044439052242
62 , 5.16289610558863
63 , 4.939978466693567
64 , 5.0594248169316876
65 , 5.149717935614024
66 , 4.917225974510565
67 , 5.118108858524818
68 , 5.114702276943219
69 , 4.764601857953149
70 , 4.8254039164792895
71 , 4.796188205052945
72 , 4.776607244864665
73 , 5.1583622421898205
74 , 5.145410108801006
75 , 5.139924004449229
76 , 4.985495267931765
77 , 5.130109395304484
78 , 4.903993886749791
79 , 5.064318391685665
80 , 4.8986942066415295
81 , 5.111528437154099
82 , 5.083392938315202
83 , 4.934070341133273
84 , 4.805998691013422
85 , 5.053356953433615
86 , 4.927899312615431
87 , 5.155755324056036
88 , 5.132243178759885
89 , 4.876255138251276
90 , 4.856615661674857
91 , 4.766900282834301
92 , 5.165884732080471
93 , 5.23791481671689
94 , 5.1528270296468435
95 , 5.205685025049169
96 , 5.156921663645178
97 , 5.079679538495278
98 , 5.050120814478588
99 , 4.914239330867269
100 , 4.94749296516143
101 , 4.767998395993019
102 , 5.050719189031818
103 , 4.78836850450635
104 , 4.834148732594398
105 , 5.138712433509907
106 , 4.792445593093271
107 , 5.237028188890175
108 , 4.912050734905524
109 , 4.885472986181332
110 , 5.027328858901586
111 , 4.755982746974072
112 , 5.218257289330362
113 , 5.007517159802709
114 , 4.7870554311572295
115 , 4.9518196113293875
116 , 5.073765656824326
117 , 4.946576517429742
118 , 5.088312397751636
119 , 4.874855445572793
120 , 5.122130215866484
121 , 5.097870667372436
122 , 5.074520951845339
123 , 4.832458098914522
124 , 5.17624367731858
125 , 5.075938416090398
126 , 4.799541817070691
127 , 5.057921719820955
128 , 5.114263579145801
129 , 4.952484728395357
130 , 4.933641554919173
131 , 5.204270609309203
132 , 5.210685623290819
133 , 5.16047273838709
134 , 5.012340255296558
135 , 5.117230796342173
136 , 4.949209862713775
137 , 4.876365553819243
138 , 4.95471856417184
139 , 5.217096348378609
140 , 5.006179588612113
141 , 5.0485827896640325
142 , 5.401848421431274
143 , 5.605096105543222
144 , 5.907916300200607
145 , 6.340789343734758
146 , 6.635671079323259
147 , 6.990956859036888
148 , 7.245032235403932
149 , 7.048337300728514
150 , 7.523493496948785
151 , 7.628777283767945
152 , 8.136675390941805
153 , 8.16137801615991
154 , 8.485169042101532
155 , 8.579414867799997
156 , 9.2309329119618
157 , 9.354269131135059
158 , 9.310236882510717
159 , 9.91220635785843
160 , 9.76188317707531
161 , 10.180130274903554
162 , 10.15817189001111
163 , 9.842434554147586
164 , 10.199283494395749
165 , 9.78029919912329
166 , 10.22629863367157
167 , 9.811673217203877
168 , 9.826301293290136
169 , 9.766092607215771
170 , 10.02645921505443
171 , 10.141766578041178
172 , 9.853595249197271
173 , 9.96768398242081
174 , 9.81945801293555
175 , 10.076232032094747
176 , 10.218241898960443
177 , 10.192260919606086
178 , 9.799132160053064
179 , 9.885917542412859
180 , 10.180592593010989
181 , 9.94127344992633
182 , 9.902915555837057
183 , 10.115960977009546
184 , 9.814674020655884
185 , 9.921696841627114
186 , 10.170922564979183
187 , 10.13751374850935
188 , 10.195370397872457
189 , 9.980352421102236
190 , 10.054689562182872
191 , 10.037813255765952
192 , 9.785332274619718
193 , 9.80956828645725
194 , 9.84673231542199
195 , 9.984239667272382
196 , 9.989888874990717
197 , 9.882325077886428
198 , 10.187721394299798
199 , 9.940667953202977
