Time,Value
0 , 9.953731500654996
1 , 10.104687922301364
2 , 10.204221636558007
3 , 9.965496720085955
4 , 10.054051660525536
5 , 10.10700168345031
6 , 9.773798344694079
7 , 10.012676808197124
8 , 9.738964590384334
9 , 10.188453051951209
10 , 9.78547937530598
11 , 9.9555884825652
12 , 9.711337456574393
13 , 10.128319303698392
14 , 10.016507041210009
15 , 9.847196585264003
16 , 10.09202478231575
17 , 9.918574614489774
18 , 10.099884898793567
19 , 9.792456801644633
20 , 10.122931985905774
21 , 10.021875310918325
22 , 9.898816768858708
23 , 9.922043262534839
24 , 9.994816092259034
25 , 10.054350243979359
26 , 9.986908726812931
27 , 9.724360630553672
28 , 10.003208202606096
29 , 9.912620870321813
30 , 10.000262574775217
31 , 9.968399836419866
32 , 9.802736496312324
33 , 9.638400999147743
34 , 9.639796370418175
35 , 9.981734997460192
36 , 9.612648319542183
37 , 9.728577546558148
38 , 9.879959634020365
39 , 9.970322269004317
40 , 9.824474282053224
41 , 9.653848768678424
42 , 9.926045560730522
43 , 9.541952622019124
44 , 9.375995850103424
45 , 9.101592547261676
46 , 8.837748830561434
47 , 8.572775737900388
48 , 8.386087116626397
49 , 7.755941791942801
50 , 7.573129626929078
51 , 7.174159887272268
52 , 6.9615737784868195
53 , 6.556997613756479
54 , 6.458459967459568
55 , 6.263287286106083
56 , 5.732484215890328
57 , 5.656708661239801
58 , 5.55898302402039
59 , 4.96581667983709
60 , 5.027814890537826
61 , 5.259888320226246
62 , 5.032514871738088
63 , 5.1519605107183555
64 , 5.00882305596617
65 , 5.2813075523494994
66 , 5.151068715699663
67 , 4.958289078334626
68 , 5.334897258125769
69 , 5.009455745221148
70 , 4.975399115793036
71 , 5.084737062574754
72 , 5.005898075264469
73 , 5.068695467710187
74 , 5.115039052053284
75 , 5.156762532399279
76 , 4.833491684049125
77 , 5.20450996498944
78 , 5.17984361427943
79 , 5.114305179063301
80 , 5.108584442955887
81 , 4.840430290921418
82 , 5.084778736891209
83 , 5.31748463837752
84 , 4.881207653557924
85 , 5.314539932075317
86 , 4.928349293694303
87 , 4.901280871008676
88 , 5.277306035407383
89 , 4.964761385199318
90 , 4.875223880147589
91 , 4.814270230906268
92 , 4.824247288949524
93 , 4.95527415914365
94 , 5.153789226411517
95 , 5.144948294640578
96 , 5.194857604806571
97 , 4.975182745654748
98 , 5.100168162659617
99 , 5.2732522660820775
100 , 5.108402087059246
101 , 5.194948029278798
102 , 5.141660571840945
103 , 5.0846029364819465
104 , 4.846166730646306
105 , 5.136114939411172
106 , 5.214617909525174
107 , 4.949118188482425
108 , 4.949162153278207
109 , 4.895513639815529
110 , 4.854437267286914
111 , 4.899607032905618
112 , 5.165957471171761
113 , 4.966381254866657
114 , 5.078662028352222
115 , 4.938535166790777
116 , 5.109766158757992
117 , 5.215745481100351
118 , 5.208101771999694
119 , 5.166360300843338
120 , 4.8656436406324515
121 , 4.909931120285788
122 , 4.935434993890468
123 , 4.95146706309915
124 , 4.961020107763483
125 , 5.028194933069271
126 , 5.25593383450034
127 , 5.155388990938455
128 , 5.175780012573401
129 , 4.968263965528609
130 , 4.820750965540939
131 , 4.986086390254667
132 , 5.121713003997785
133 , 5.126946773006853
134 , 4.859634433935802
135 , 4.876756551967767
136 , 4.865399542645979
137 , 5.234006710036955
138 , 5.046987133552329
139 , 4.877984409171163
140 , 5.0830328162358365
141 , 5.1884087020772185
142 , 5.458263308868359
143 , 5.545350048294603
144 , 5.782241906149178
145 , 6.088594308087981
146 , 6.117896771926976
147 , 6.6511614193707125
148 , 6.952248552838845
149 , 7.110334352099657
150 , 7.049249878482793
151 , 7.625909978364499
152 , 7.582498214875988
153 , 7.725140455119501
154 , 8.057859028390427
155 , 8.233142327693496
156 , 8.51678931333428
157 , 8.754148598593257
158 , 9.095572663184862
159 , 9.391364744998457
160 , 9.573395346084315
161 , 9.712397728093633
162 , 9.661136177128412
163 , 9.766704272880165
164 , 9.59095857467295
165 , 9.894536306175672
166 , 9.986306602957535
167 , 9.90246579893637
168 , 9.981948898977425
169 , 9.776596685202762
170 , 9.930518076078055
171 , 10.112984814933393
172 , 10.05026339610167
173 , 9.807098117724985
174 , 9.850908259054789
175 , 10.002154140255724
176 , 9.95224387187382
177 , 10.038736717579244
178 , 10.046040495103577
179 , 9.95507943505285
180 , 9.869161457002566
181 , 9.702158979228221
182 , 9.879520515520351
183 , 10.04552095347785
184 , 10.05838971830233
185 , 10.050880057686372
186 , 10.205766407890096
187 , 10.181374910987772
188 , 9.779827990474677
189 , 10.24835674121268
190 , 10.138291010839152
191 , 10.046253932830698
192 , 9.8266553404155
193 , 9.795948738481327
194 , 10.285329242164766
195 , 10.014855319036768
196 , 10.200530347114722
197 , 9.909193245567275
198 , 10.240239859923827
199 , 10.042559639780272
