,Time,Value
0,12.499999999999778,0.09
1,12.509999999999778,0.0915
2,12.519999999999778,0.089
3,12.529999999999777,0.0765
4,12.539999999999777,0.072
5,12.549999999999777,0.081
6,12.559999999999777,0.0785
7,12.569999999999776,0.082
8,12.579999999999776,0.0855
9,12.589999999999776,0.079
10,12.599999999999776,0.0765
11,12.609999999999776,0.082
12,12.619999999999775,0.0905
13,12.629999999999775,0.0915
14,12.639999999999775,0.087
15,12.649999999999775,0.084
16,12.659999999999775,0.085
17,12.669999999999774,0.082
18,12.679999999999774,0.086
19,12.689999999999774,0.0855
20,12.699999999999774,0.086
21,12.709999999999773,0.0925
22,12.719999999999773,0.086
23,12.729999999999773,0.082
24,12.739999999999773,0.079
25,12.749999999999773,0.0765
26,12.759999999999772,0.082
27,12.769999999999772,0.0845
28,12.779999999999772,0.083
29,12.789999999999772,0.085
30,12.799999999999772,0.0875
31,12.809999999999771,0.0865
32,12.819999999999771,0.091
33,12.829999999999771,0.0925
34,12.83999999999977,0.0885
35,12.84999999999977,0.086
36,12.85999999999977,0.0825
37,12.86999999999977,0.0905
38,12.87999999999977,0.092
39,12.88999999999977,0.0895
40,12.89999999999977,0.0895
41,12.90999999999977,0.0905
42,12.919999999999769,0.0905
43,12.929999999999769,0.089
44,12.939999999999769,0.0935
45,12.949999999999768,0.0885
46,12.959999999999768,0.0855
47,12.969999999999768,0.0875
48,12.979999999999768,0.093
49,12.989999999999768,0.0915
50,12.999999999999767,0.0815
51,13.009999999999767,0.0825
52,13.019999999999767,0.085
53,13.029999999999767,0.0875
54,13.039999999999766,0.089
55,13.049999999999766,0.0935
56,13.059999999999766,0.0945
57,13.069999999999766,0.089
58,13.079999999999766,0.09
59,13.089999999999765,0.093
60,13.099999999999765,0.09
61,13.109999999999765,0.086
62,13.119999999999765,0.0865
63,13.129999999999765,0.088
64,13.139999999999764,0.0875
65,13.149999999999764,0.0865
66,13.159999999999764,0.0885
67,13.169999999999764,0.0935
68,13.179999999999763,0.0915
69,13.189999999999763,0.0865
70,13.199999999999763,0.089
71,13.209999999999763,0.0995
72,13.219999999999763,0.104
73,13.229999999999762,0.1015
74,13.239999999999762,0.098
75,13.249999999999762,0.0975
76,13.259999999999762,0.098
77,13.269999999999762,0.099
78,13.279999999999761,0.099
79,13.289999999999761,0.1005
80,13.299999999999761,0.095
81,13.30999999999976,0.084
82,13.31999999999976,0.0795
83,13.32999999999976,0.077
84,13.33999999999976,0.0855
85,13.34999999999976,0.0895
86,13.35999999999976,0.084
87,13.36999999999976,0.08
88,13.37999999999976,0.0835
89,13.389999999999759,0.084
90,13.399999999999759,0.0835
91,13.409999999999759,0.081
92,13.419999999999758,0.082
93,13.429999999999758,0.089
94,13.439999999999758,0.0895
95,13.449999999999758,0.0905
96,13.459999999999757,0.092
97,13.469999999999757,0.095
98,13.479999999999757,0.094
99,13.489999999999757,0.0935
100,13.499999999999757,0.0935
101,13.509999999999756,0.0935
102,13.519999999999756,0.086
103,13.529999999999756,0.085
104,13.539999999999756,0.089
105,13.549999999999756,0.0905
106,13.559999999999755,0.09
107,13.569999999999755,0.081
108,13.579999999999755,0.084
109,13.589999999999755,0.0845
110,13.599999999999755,0.089
111,13.609999999999754,0.0935
112,13.619999999999754,0.0915
113,13.629999999999754,0.0915
114,13.639999999999754,0.0915
115,13.649999999999753,0.0915
116,13.659999999999753,0.093
117,13.669999999999753,0.0945
118,13.679999999999753,0.0935
119,13.689999999999753,0.0955
120,13.699999999999752,0.095
121,13.709999999999752,0.092
122,13.719999999999752,0.086
123,13.729999999999752,0.0815
124,13.739999999999752,0.081
125,13.749999999999751,0.09
126,13.759999999999751,0.0855
127,13.76999999999975,0.079
128,13.77999999999975,0.087
129,13.78999999999975,0.085
130,13.79999999999975,0.0905
131,13.80999999999975,0.0905
132,13.81999999999975,0.0875
133,13.82999999999975,0.092
134,13.83999999999975,0.0885
135,13.84999999999975,0.088
136,13.859999999999749,0.098
137,13.869999999999749,0.101
138,13.879999999999749,0.092
139,13.889999999999748,0.093
140,13.899999999999748,0.0865
141,13.909999999999748,0.0785
142,13.919999999999748,0.082
143,13.929999999999747,0.081
144,13.939999999999747,0.083
145,13.949999999999747,0.0825
146,13.959999999999747,0.082
147,13.969999999999747,0.0835
148,13.979999999999746,0.0835
149,13.989999999999746,0.084
150,13.999999999999746,0.083
151,14.009999999999746,0.087
152,14.019999999999746,0.091
153,14.029999999999745,0.0855
154,14.039999999999745,0.083
155,14.049999999999745,0.085
156,14.059999999999745,0.087
157,14.069999999999744,0.086
158,14.079999999999744,0.085
159,14.089999999999744,0.0855
160,14.099999999999744,0.089
161,14.109999999999744,0.091
162,14.119999999999743,0.0775
163,14.129999999999743,0.0755
164,14.139999999999743,0.0845
165,14.149999999999743,0.0875
166,14.159999999999743,0.078
167,14.169999999999742,0.0775
168,14.179999999999742,0.0785
169,14.189999999999742,0.076
170,14.199999999999742,0.0805
171,14.209999999999742,0.0835
172,14.219999999999741,0.0885
173,14.229999999999741,0.0865
174,14.23999999999974,0.087
175,14.24999999999974,0.092
176,14.25999999999974,0.0955
177,14.26999999999974,0.09
178,14.27999999999974,0.0935
179,14.28999999999974,0.0935
180,14.29999999999974,0.082
181,14.30999999999974,0.085
182,14.31999999999974,0.085
183,14.329999999999739,0.0795
184,14.339999999999739,0.0775
185,14.349999999999739,0.0795
186,14.359999999999738,0.084
187,14.369999999999738,0.079
188,14.379999999999738,0.081
189,14.389999999999738,0.081
190,14.399999999999737,0.076
191,14.409999999999737,0.0845
192,14.419999999999737,0.084
193,14.429999999999737,0.084
194,14.439999999999737,0.087
195,14.449999999999736,0.0755
196,14.459999999999736,0.0765
197,14.469999999999736,0.0815
198,14.479999999999736,0.0875
199,14.489999999999736,0.084
200,14.499999999999735,0.076
201,14.509999999999735,0.0825
202,14.519999999999735,0.08
203,14.529999999999735,0.0775
204,14.539999999999734,0.077
205,14.549999999999734,0.078
206,14.559999999999734,0.0795
207,14.569999999999734,0.077
208,14.579999999999734,0.0755
209,14.589999999999733,0.079
210,14.599999999999733,0.0845
211,14.609999999999733,0.08
212,14.619999999999733,0.076
213,14.629999999999733,0.0815
214,14.639999999999732,0.0855
215,14.649999999999732,0.082
216,14.659999999999732,0.081
217,14.669999999999732,0.0825
218,14.679999999999731,0.079
219,14.689999999999731,0.081
220,14.699999999999731,0.087
221,14.70999999999973,0.0815
222,14.71999999999973,0.081
223,14.72999999999973,0.0795
224,14.73999999999973,0.0785
225,14.74999999999973,0.079
226,14.75999999999973,0.076
227,14.76999999999973,0.0805
228,14.77999999999973,0.0775
229,14.78999999999973,0.0765
230,14.799999999999729,0.081
231,14.809999999999729,0.0875
232,14.819999999999729,0.0865
233,14.829999999999728,0.083
234,14.839999999999728,0.083
235,14.849999999999728,0.085
236,14.859999999999728,0.088
237,14.869999999999727,0.083
238,14.879999999999727,0.0795
239,14.889999999999727,0.0855
240,14.899999999999727,0.09
241,14.909999999999727,0.084
242,14.919999999999726,0.082
243,14.929999999999726,0.0815
244,14.939999999999726,0.081
245,14.949999999999726,0.0855
246,14.959999999999726,0.085
247,14.969999999999725,0.079
248,14.979999999999725,0.0765
249,14.989999999999725,0.0775
250,14.999999999999725,0.0785
251,15.009999999999724,0.0795
252,15.019999999999724,0.078
253,15.029999999999724,0.0805
254,15.039999999999724,0.0835
255,15.049999999999724,0.086
256,15.059999999999723,0.0835
257,15.069999999999723,0.082
258,15.079999999999723,0.083
259,15.089999999999723,0.0805
260,15.099999999999723,0.0785
261,15.109999999999722,0.073
262,15.119999999999722,0.077
263,15.129999999999722,0.0775
264,15.139999999999722,0.074
265,15.149999999999721,0.0825
266,15.159999999999721,0.081
267,15.169999999999721,0.075
268,15.17999999999972,0.0775
269,15.18999999999972,0.0795
270,15.19999999999972,0.0755
271,15.20999999999972,0.082
272,15.21999999999972,0.084
273,15.22999999999972,0.0785
274,15.23999999999972,0.0855
275,15.24999999999972,0.0805
276,15.25999999999972,0.0775
277,15.269999999999719,0.0875
278,15.279999999999719,0.087
279,15.289999999999718,0.083
280,15.299999999999718,0.095
281,15.309999999999718,0.0865
282,15.319999999999718,0.0685
283,15.329999999999718,0.0755
284,15.339999999999717,0.0715
285,15.349999999999717,0.0705
286,15.359999999999717,0.0785
287,15.369999999999717,0.0735
288,15.379999999999717,0.0735
289,15.389999999999716,0.081
290,15.399999999999716,0.079
291,15.409999999999716,0.0765
292,15.419999999999716,0.079
293,15.429999999999715,0.0845
294,15.439999999999715,0.09
295,15.449999999999715,0.0865
296,15.459999999999715,0.0825
297,15.469999999999715,0.084
298,15.479999999999714,0.079
299,15.489999999999714,0.08
300,15.499999999999714,0.08
301,15.509999999999714,0.078
302,15.519999999999714,0.0815
303,15.529999999999713,0.0815
304,15.539999999999713,0.088
305,15.549999999999713,0.087
306,15.559999999999713,0.0815
307,15.569999999999713,0.078
308,15.579999999999712,0.073
309,15.589999999999712,0.0745
310,15.599999999999712,0.0785
311,15.609999999999712,0.0805
312,15.619999999999711,0.083
313,15.629999999999711,0.0815
314,15.639999999999711,0.085
315,15.64999999999971,0.087
316,15.65999999999971,0.084
317,15.66999999999971,0.0925
318,15.67999999999971,0.0955
319,15.68999999999971,0.0995
320,15.69999999999971,0.103
321,15.70999999999971,0.097
322,15.71999999999971,0.0965
323,15.729999999999709,0.095
324,15.739999999999709,0.0955
325,15.749999999999709,0.099
326,15.759999999999708,0.0995
327,15.769999999999708,0.096
328,15.779999999999708,0.093
329,15.789999999999708,0.1005
330,15.799999999999708,0.1085
331,15.809999999999707,0.1045
332,15.819999999999707,0.1035
333,15.829999999999707,0.1085
334,15.839999999999707,0.106
335,15.849999999999707,0.1095
336,15.859999999999706,0.1175
337,15.869999999999706,0.1165
338,15.879999999999706,0.1185
339,15.889999999999706,0.1185
340,15.899999999999705,0.1135
341,15.909999999999705,0.115
342,15.919999999999705,0.1135
343,15.929999999999705,0.113
344,15.939999999999705,0.114
345,15.949999999999704,0.1185
346,15.959999999999704,0.124
347,15.969999999999704,0.119
348,15.979999999999704,0.1205
349,15.989999999999704,0.123
350,15.999999999999703,0.1295
351,16.009999999999703,0.132
352,16.019999999999705,0.136
353,16.029999999999706,0.1435
354,16.039999999999708,0.146
355,16.04999999999971,0.152
356,16.05999999999971,0.154
357,16.069999999999713,0.156
358,16.079999999999714,0.156
359,16.089999999999716,0.1595
360,16.099999999999717,0.1575
