,Time,Value
0,59.99999999999663,0.078
1,60.00999999999663,0.084
2,60.01999999999663,0.0835
3,60.029999999996626,0.077
4,60.039999999996624,0.081
5,60.04999999999662,0.084
6,60.05999999999662,0.081
7,60.06999999999662,0.0815
8,60.079999999996616,0.085
9,60.089999999996614,0.0785
10,60.09999999999661,0.074
11,60.10999999999661,0.0835
12,60.11999999999661,0.0805
13,60.129999999996606,0.0745
14,60.139999999996604,0.0735
15,60.1499999999966,0.0705
16,60.1599999999966,0.068
17,60.1699999999966,0.069
18,60.179999999996596,0.073
19,60.189999999996594,0.073
20,60.19999999999659,0.072
21,60.20999999999659,0.0665
22,60.21999999999659,0.064
23,60.229999999996586,0.066
24,60.239999999996584,0.0655
25,60.24999999999658,0.0715
26,60.25999999999658,0.071
27,60.26999999999658,0.069
28,60.279999999996576,0.0795
29,60.289999999996574,0.0795
30,60.29999999999657,0.079
31,60.30999999999657,0.086
32,60.31999999999657,0.081
33,60.329999999996566,0.078
34,60.339999999996564,0.076
35,60.34999999999656,0.0815
36,60.35999999999656,0.08
37,60.36999999999656,0.0705
38,60.379999999996556,0.075
39,60.389999999996554,0.0695
40,60.39999999999655,0.069
41,60.40999999999655,0.076
42,60.41999999999655,0.074
43,60.42999999999655,0.0745
44,60.439999999996544,0.0785
45,60.44999999999654,0.0835
46,60.45999999999654,0.082
47,60.46999999999654,0.085
48,60.47999999999654,0.092
49,60.489999999996535,0.082
50,60.49999999999653,0.0775
51,60.50999999999653,0.081
52,60.51999999999653,0.086
53,60.52999999999653,0.0855
54,60.539999999996525,0.079
55,60.54999999999652,0.0795
56,60.55999999999652,0.0775
57,60.56999999999652,0.0755
58,60.57999999999652,0.071
59,60.589999999996515,0.071
60,60.59999999999651,0.073
61,60.60999999999651,0.076
62,60.61999999999651,0.0775
63,60.62999999999651,0.077
64,60.639999999996505,0.079
65,60.6499999999965,0.0765
66,60.6599999999965,0.0805
67,60.6699999999965,0.0805
68,60.6799999999965,0.074
69,60.689999999996495,0.077
70,60.69999999999649,0.0765
