,Time,Value
0,79.00000000000351,0.075
1,79.01000000000352,0.0685
2,79.02000000000352,0.071
3,79.03000000000353,0.0755
4,79.04000000000353,0.0795
5,79.05000000000354,0.0765
6,79.06000000000354,0.0725
7,79.07000000000355,0.0785
8,79.08000000000355,0.0785
9,79.09000000000356,0.078
10,79.10000000000356,0.0785
11,79.11000000000357,0.078
12,79.12000000000357,0.0795
13,79.13000000000358,0.0785
14,79.14000000000358,0.073
15,79.15000000000359,0.0735
16,79.16000000000359,0.073
17,79.1700000000036,0.07
18,79.1800000000036,0.0685
19,79.19000000000361,0.066
20,79.20000000000361,0.065
21,79.21000000000362,0.064
22,79.22000000000362,0.068
23,79.23000000000363,0.067
24,79.24000000000363,0.0665
25,79.25000000000364,0.073
26,79.26000000000364,0.0755
27,79.27000000000365,0.079
28,79.28000000000365,0.079
29,79.29000000000366,0.076
30,79.30000000000366,0.0815
31,79.31000000000367,0.076
32,79.32000000000367,0.076
33,79.33000000000368,0.082
34,79.34000000000368,0.0775
35,79.35000000000369,0.083
36,79.3600000000037,0.083
37,79.3700000000037,0.0785
38,79.3800000000037,0.079
39,79.39000000000371,0.0705
40,79.40000000000371,0.069
41,79.41000000000372,0.0755
42,79.42000000000372,0.076
43,79.43000000000373,0.078
44,79.44000000000374,0.0725
45,79.45000000000374,0.072
46,79.46000000000375,0.0785
47,79.47000000000375,0.0755
48,79.48000000000376,0.0765
49,79.49000000000376,0.08
50,79.50000000000377,0.0775
51,79.51000000000377,0.083
52,79.52000000000378,0.0845
53,79.53000000000378,0.072
54,79.54000000000379,0.0705
55,79.55000000000379,0.0745
56,79.5600000000038,0.073
57,79.5700000000038,0.0705
58,79.5800000000038,0.072
59,79.59000000000381,0.068
60,79.60000000000382,0.067
61,79.61000000000382,0.076
62,79.62000000000383,0.081
63,79.63000000000383,0.081
64,79.64000000000384,0.0795
65,79.65000000000384,0.0755
66,79.66000000000385,0.0775
67,79.67000000000385,0.0805
68,79.68000000000386,0.083
69,79.69000000000386,0.0835
70,79.70000000000387,0.081
71,79.71000000000387,0.077
72,79.72000000000388,0.0735
73,79.73000000000388,0.0735
74,79.74000000000389,0.0685
75,79.7500000000039,0.0665
76,79.7600000000039,0.067
77,79.7700000000039,0.0675
78,79.78000000000391,0.0655
79,79.79000000000391,0.064
80,79.80000000000392,0.067
81,79.81000000000392,0.0675
82,79.82000000000393,0.0705
83,79.83000000000393,0.0725
84,79.84000000000394,0.0695
85,79.85000000000394,0.068
86,79.86000000000395,0.072
87,79.87000000000396,0.0715
88,79.88000000000396,0.069
