,Time,Value
0,22.00000000000064,0.0865
1,22.01000000000064,0.0845
2,22.020000000000643,0.0875
3,22.030000000000644,0.097
4,22.040000000000646,0.0985
5,22.050000000000647,0.098
6,22.06000000000065,0.0975
7,22.07000000000065,0.0925
8,22.080000000000652,0.0985
9,22.090000000000654,0.0945
10,22.100000000000655,0.0945
11,22.110000000000657,0.0955
12,22.12000000000066,0.0875
13,22.13000000000066,0.0895
14,22.14000000000066,0.087
15,22.150000000000663,0.0825
16,22.160000000000664,0.083
17,22.170000000000666,0.078
18,22.180000000000668,0.0765
19,22.19000000000067,0.076
20,22.20000000000067,0.0795
21,22.210000000000672,0.0825
22,22.220000000000674,0.084
23,22.230000000000675,0.089
24,22.240000000000677,0.0905
25,22.25000000000068,0.0915
26,22.26000000000068,0.0885
27,22.27000000000068,0.0925
28,22.280000000000683,0.0935
29,22.290000000000685,0.09
30,22.300000000000686,0.0925
31,22.310000000000688,0.0935
32,22.32000000000069,0.095
33,22.33000000000069,0.0985
34,22.340000000000693,0.088
35,22.350000000000694,0.0795
36,22.360000000000696,0.085
37,22.370000000000697,0.075
38,22.3800000000007,0.0765
39,22.3900000000007,0.081
40,22.400000000000702,0.0725
41,22.410000000000704,0.079
42,22.420000000000705,0.0855
43,22.430000000000707,0.09
44,22.44000000000071,0.0935
45,22.45000000000071,0.0935
46,22.46000000000071,0.091
47,22.470000000000713,0.0895
48,22.480000000000715,0.087
49,22.490000000000716,0.0855
50,22.500000000000718,0.09
51,22.51000000000072,0.088
52,22.52000000000072,0.0865
53,22.530000000000722,0.082
54,22.540000000000724,0.086
55,22.550000000000725,0.088
56,22.560000000000727,0.074
57,22.57000000000073,0.074
58,22.58000000000073,0.0725
59,22.59000000000073,0.0795
60,22.600000000000733,0.0865
61,22.610000000000735,0.0705
62,22.620000000000736,0.078
63,22.630000000000738,0.085
64,22.64000000000074,0.0765
65,22.65000000000074,0.079
66,22.660000000000743,0.0795
67,22.670000000000744,0.0865
68,22.680000000000746,0.0895
69,22.690000000000747,0.0855
70,22.70000000000075,0.0935
71,22.71000000000075,0.093
72,22.720000000000752,0.085
73,22.730000000000754,0.086
74,22.740000000000755,0.0895
75,22.750000000000757,0.09
76,22.76000000000076,0.0915
77,22.77000000000076,0.092
78,22.78000000000076,0.087
79,22.790000000000763,0.093
80,22.800000000000765,0.09
81,22.810000000000766,0.0915
82,22.820000000000768,0.099
83,22.83000000000077,0.093
84,22.84000000000077,0.094
85,22.850000000000772,0.0965
86,22.860000000000774,0.099
87,22.870000000000775,0.084
88,22.880000000000777,0.082
89,22.89000000000078,0.089
90,22.90000000000078,0.0865
91,22.91000000000078,0.089
92,22.920000000000783,0.082
93,22.930000000000785,0.083
94,22.940000000000786,0.0835
95,22.950000000000788,0.082
96,22.96000000000079,0.082
97,22.97000000000079,0.084
98,22.980000000000793,0.0855
99,22.990000000000794,0.0775
100,23.000000000000796,0.082
101,23.010000000000797,0.089
102,23.0200000000008,0.085
103,23.0300000000008,0.085
104,23.040000000000802,0.087
105,23.050000000000804,0.0865
106,23.060000000000805,0.0845
107,23.070000000000807,0.085
108,23.08000000000081,0.0835
109,23.09000000000081,0.0805
110,23.10000000000081,0.0865
111,23.110000000000813,0.085
112,23.120000000000815,0.0825
113,23.130000000000816,0.0925
114,23.140000000000818,0.0905
115,23.15000000000082,0.082
116,23.16000000000082,0.078
117,23.170000000000822,0.086
118,23.180000000000824,0.0885
119,23.190000000000826,0.085
120,23.200000000000827,0.0885
121,23.21000000000083,0.0875
122,23.22000000000083,0.092
123,23.23000000000083,0.0965
124,23.240000000000833,0.093
125,23.250000000000835,0.081
126,23.260000000000836,0.083
127,23.270000000000838,0.0885
128,23.28000000000084,0.089
129,23.29000000000084,0.085
130,23.300000000000843,0.0845
131,23.310000000000844,0.087
132,23.320000000000846,0.081
133,23.330000000000847,0.079
134,23.34000000000085,0.077
135,23.35000000000085,0.079
136,23.360000000000852,0.0785
137,23.370000000000854,0.0805
138,23.380000000000855,0.078
139,23.390000000000857,0.0765
140,23.40000000000086,0.078
141,23.41000000000086,0.0785
142,23.42000000000086,0.0845
143,23.430000000000863,0.091
144,23.440000000000865,0.095
145,23.450000000000866,0.0905
146,23.460000000000868,0.09
147,23.47000000000087,0.0905
148,23.48000000000087,0.0865
149,23.490000000000872,0.0855
150,23.500000000000874,0.0865
151,23.510000000000876,0.0815
152,23.520000000000877,0.08
153,23.53000000000088,0.083
154,23.54000000000088,0.082
155,23.550000000000882,0.083
156,23.560000000000883,0.087
157,23.570000000000885,0.089
158,23.580000000000886,0.0875
159,23.590000000000888,0.0885
160,23.60000000000089,0.0895
161,23.61000000000089,0.0905
162,23.620000000000893,0.076
163,23.630000000000894,0.079
164,23.640000000000896,0.087
165,23.650000000000897,0.081
166,23.6600000000009,0.0875
167,23.6700000000009,0.088
168,23.680000000000902,0.084
169,23.690000000000904,0.084
170,23.700000000000905,0.0815
171,23.710000000000907,0.0845
172,23.72000000000091,0.0885
173,23.73000000000091,0.088
174,23.74000000000091,0.0835
175,23.750000000000913,0.081
176,23.760000000000915,0.0825
177,23.770000000000916,0.0755
178,23.780000000000918,0.073
179,23.79000000000092,0.077
180,23.80000000000092,0.0755
181,23.810000000000922,0.0785
182,23.820000000000924,0.081
183,23.830000000000926,0.0855
184,23.840000000000927,0.093
185,23.85000000000093,0.0925
186,23.86000000000093,0.088
187,23.870000000000932,0.0945
188,23.880000000000933,0.0965
189,23.890000000000935,0.089
190,23.900000000000936,0.088
191,23.910000000000938,0.0925
192,23.92000000000094,0.096
193,23.93000000000094,0.0875
194,23.940000000000943,0.0815
195,23.950000000000944,0.088
196,23.960000000000946,0.0845
197,23.970000000000947,0.0785
198,23.98000000000095,0.086
199,23.99000000000095,0.0855
200,24.000000000000952,0.0795
201,24.010000000000954,0.0825
202,24.020000000000955,0.087
203,24.030000000000957,0.0895
204,24.04000000000096,0.0835
205,24.05000000000096,0.0815
206,24.06000000000096,0.093
207,24.070000000000963,0.088
208,24.080000000000965,0.085
209,24.090000000000966,0.096
210,24.100000000000968,0.0915
211,24.11000000000097,0.086
212,24.12000000000097,0.0825
213,24.130000000000972,0.077
214,24.140000000000974,0.078
215,24.150000000000976,0.0885
216,24.160000000000977,0.083
217,24.17000000000098,0.0715
218,24.18000000000098,0.082
219,24.190000000000982,0.0805
220,24.200000000000983,0.0755
221,24.210000000000985,0.08
222,24.220000000000987,0.0785
223,24.230000000000988,0.0765
224,24.24000000000099,0.081
225,24.25000000000099,0.077
226,24.260000000000993,0.0735
227,24.270000000000994,0.0795
228,24.280000000000996,0.0775
229,24.290000000000997,0.075
230,24.300000000001,0.0765
231,24.310000000001,0.082
232,24.320000000001002,0.0815
233,24.330000000001004,0.0845
234,24.340000000001005,0.08
235,24.350000000001007,0.0755
236,24.36000000000101,0.0755
237,24.37000000000101,0.0765
238,24.38000000000101,0.0825
239,24.390000000001013,0.077
240,24.400000000001015,0.0805
241,24.410000000001016,0.0865
242,24.420000000001018,0.0895
243,24.43000000000102,0.0855
244,24.44000000000102,0.0855
245,24.450000000001022,0.087
246,24.460000000001024,0.075
247,24.470000000001026,0.0775
248,24.480000000001027,0.082
249,24.49000000000103,0.08
250,24.50000000000103,0.084
251,24.510000000001032,0.0845
252,24.520000000001033,0.081
253,24.530000000001035,0.083
254,24.540000000001037,0.085
255,24.550000000001038,0.0885
256,24.56000000000104,0.0865
