,Time,Value
0,50.479999999998526,-0.015
1,50.489999999998524,-0.0125
2,50.49999999999852,-0.008
3,50.50999999999852,-0.0115
4,50.51999999999852,-0.013
5,50.529999999998516,-0.0175
6,50.539999999998514,-0.02
7,50.54999999999851,-0.014
8,50.55999999999851,-0.013
9,50.56999999999851,-0.016
10,50.579999999998506,-0.018
11,50.589999999998504,-0.018
12,50.5999999999985,-0.012
13,50.6099999999985,-0.0075
14,50.6199999999985,-0.005
15,50.629999999998496,-0.008
16,50.639999999998494,-0.016
17,50.64999999999849,-0.0165
18,50.65999999999849,-0.0155
19,50.66999999999849,-0.018
20,50.679999999998486,-0.0145
21,50.689999999998484,-0.009
22,50.69999999999848,-0.0105
23,50.70999999999848,-0.0125
24,50.71999999999848,-0.0105
25,50.729999999998476,-0.0075
26,50.739999999998474,-0.008
27,50.74999999999847,-0.008
28,50.75999999999847,-0.007
29,50.76999999999847,-0.012
30,50.779999999998466,-0.01
31,50.789999999998464,-0.005
32,50.79999999999846,-0.0095
33,50.80999999999846,-0.014
34,50.81999999999846,-0.0195
35,50.829999999998456,-0.018
36,50.839999999998454,-0.018
37,50.84999999999845,-0.0195
38,50.85999999999845,-0.014
39,50.86999999999845,-0.0135
40,50.87999999999845,-0.0215
41,50.889999999998444,-0.0235
42,50.89999999999844,-0.022
43,50.90999999999844,-0.023
44,50.91999999999844,-0.02
45,50.92999999999844,-0.015
46,50.939999999998435,-0.0065
47,50.94999999999843,-0.0035
48,50.95999999999843,-0.0025
49,50.96999999999843,-0.0025
50,50.97999999999843,-0.0075
51,50.989999999998425,-0.006
52,50.99999999999842,-0.002
53,51.00999999999842,-0.002
54,51.01999999999842,-0.0065
55,51.02999999999842,-0.012
56,51.039999999998415,-0.016
57,51.04999999999841,-0.014
58,51.05999999999841,-0.0095
59,51.06999999999841,-0.008
60,51.07999999999841,-0.0085
61,51.089999999998405,-0.0085
62,51.0999999999984,-0.0115
63,51.1099999999984,-0.0135
64,51.1199999999984,-0.0025
65,51.1299999999984,0.0045
66,51.139999999998395,0.0075
