Time,Value
0 , 10.106071653794213
1 , 10.093538265369013
2 , 10.03225605658639
3 , 9.979539956250145
4 , 9.862715793303083
5 , 10.195247441247837
6 , 10.110089316049038
7 , 9.754231365936503
8 , 9.996538696033504
9 , 10.126854999649202
10 , 10.082671327053118
11 , 9.991437250161873
12 , 9.971314815545163
13 , 10.01604002024077
14 , 10.047344020543273
15 , 10.016017858655589
16 , 9.795571572367747
17 , 10.197657875823257
18 , 9.971411649094968
19 , 9.839582460076576
20 , 10.080974690404247
21 , 10.154229065907998
22 , 10.188623206968408
23 , 10.130118903839415
24 , 9.698805026889143
25 , 9.8705482686209
26 , 10.025980766024684
27 , 9.999864735373944
28 , 10.050289356193257
29 , 10.109020580819946
30 , 10.168676911469598
31 , 9.907333615541834
32 , 10.06078575993766
33 , 9.757351686833239
34 , 9.848015469861455
35 , 9.809742808990542
36 , 9.992687364905327
37 , 10.060862881175321
38 , 10.054845340298655
39 , 9.669226606163082
40 , 9.610709013549863
41 , 9.690719073346642
42 , 9.093667921872575
43 , 9.201555113086032
44 , 8.906073428316255
45 , 8.552811919904698
46 , 8.34218993715405
47 , 8.346983195820005
48 , 8.111522050043993
49 , 7.503952167973562
50 , 7.480288201778437
51 , 7.228821436249468
52 , 7.282949267451869
53 , 6.972788957428481
54 , 6.5738191971296445
55 , 6.2597711527679145
56 , 6.416417641354778
57 , 5.892146483887594
58 , 5.700926359374231
59 , 5.60009671762496
60 , 5.071183899509951
61 , 5.078653478022015
62 , 5.3052395317007175
63 , 5.039096002515971
64 , 4.929838560565062
65 , 4.92050208332317
66 , 4.869464014962668
67 , 5.009662969885401
68 , 5.147119467238271
69 , 4.95299422279704
70 , 5.00149228272803
71 , 5.055400891325839
72 , 5.322428071509087
73 , 5.1157644492777745
74 , 5.293159389878955
75 , 5.246549712781035
76 , 5.071362274580403
77 , 4.9042291496094546
78 , 4.908049186714279
79 , 5.237892781156426
80 , 5.090315628300047
81 , 5.242525776814985
82 , 4.933170489065168
83 , 5.204529197869896
84 , 4.958287013216524
85 , 5.025228047606126
86 , 5.018767363112983
87 , 5.155017351435989
88 , 5.133234741490724
89 , 5.119661541810438
90 , 5.018131794625967
91 , 5.250872330255271
92 , 4.8814545599526635
93 , 4.876991642938175
94 , 5.00579089472362
95 , 4.994309896261193
96 , 5.084027504233151
97 , 5.03472860471897
98 , 4.922069865029619
99 , 5.207164914483456
100 , 5.023075326934451
101 , 4.805891822934806
102 , 5.164785563436433
103 , 5.113072106082651
104 , 4.86237693522601
105 , 4.940798454015066
106 , 5.224704690955924
107 , 5.0522825053065175
108 , 5.101841399653757
109 , 5.1162890477897855
110 , 4.940404391694994
111 , 4.903898735360932
112 , 4.803399021180627
113 , 5.15417523894877
114 , 5.130301965766032
115 , 5.163847798605264
116 , 4.8570635525287855
117 , 4.7957926716472326
118 , 4.744874394214989
119 , 4.828569781687842
120 , 4.9802349941948485
121 , 5.0627646124583
122 , 4.770467100747066
123 , 4.764186472020567
124 , 5.0207539018956275
125 , 5.115429576461055
126 , 4.907595475351594
127 , 5.098823744125722
128 , 4.964784418539661
129 , 4.979858766193218
130 , 5.041271489321547
131 , 4.861796790657376
132 , 4.834294697341697
133 , 5.05198700070215
134 , 4.718641686664115
135 , 5.107527589984803
136 , 4.895719849490578
137 , 4.9031033171362575
138 , 4.7501016156812295
139 , 5.104348831530244
140 , 4.791333888284464
141 , 4.887575306112169
142 , 5.416778036220194
143 , 5.6887078890987075
144 , 5.715293023696969
145 , 6.082171130747739
146 , 6.248640450872282
147 , 6.557263057552134
148 , 7.035133331004373
149 , 7.009578914450212
150 , 7.407319352466635
151 , 7.9912043144712595
152 , 8.057022038632851
153 , 8.17419006602242
154 , 8.710404062874577
155 , 8.932420584720164
156 , 9.30629006569264
157 , 9.469153072910613
158 , 9.621506318600597
159 , 9.985850688876711
160 , 9.948510968843468
161 , 10.303924083473023
162 , 10.128586367547928
163 , 10.211580095279425
164 , 10.060733086927613
165 , 10.154101797927124
166 , 10.159917127550395
167 , 10.03097010156281
168 , 10.128014302766037
169 , 9.9025513672765
170 , 9.884508421810436
171 , 10.182774402401133
172 , 10.1435518844234
173 , 10.24666493240133
174 , 9.820438274785186
175 , 10.030449174067524
176 , 10.119171241496998
177 , 10.112653367122265
178 , 10.208563830561644
179 , 9.838091321819782
180 , 10.179452820906393
181 , 9.972789314591815
182 , 10.184011561165052
183 , 10.26074977986067
184 , 9.96020197664977
185 , 10.236070284114662
186 , 10.112094893514179
187 , 10.033439193252736
188 , 10.048642398105406
189 , 9.832617379438064
190 , 10.229604409902555
191 , 9.978439098099154
192 , 10.154374493074057
193 , 9.78644152032676
194 , 9.785638955439428
195 , 9.788840490428095
196 , 9.97992488680158
197 , 10.198650643656396
198 , 10.007493218447792
199 , 10.087806001782372
