timestamp,value
0,1.695
1,1.5603
2,1.4394
3,1.3261
4,1.2221
5,1.1222
6,1.0227
7,0.92724
8,0.8357899999999999
9,0.7470100000000001
10,0.66403
11,0.58819
12,0.51726
13,0.45033999999999996
14,0.38833
15,0.33034
16,0.27859
17,0.23353000000000002
18,0.19472
19,0.16080999999999998
20,0.12914
21,0.098356
22,0.07069600000000001
23,0.051067
24,0.039022
25,0.026531
26,0.011809
27,-0.0015748
28,-0.0064821
29,0.0019942000000000002
30,0.029207
31,0.080957
32,0.16483
33,0.29331
34,0.48826
35,0.79876
36,1.2864
37,1.8699
38,2.0867
39,1.5959999999999999
40,0.89959
41,0.41598999999999997
42,0.1684
43,0.064897
44,0.048391
45,0.097464
46,0.19516
47,0.31651
48,0.40171999999999997
49,0.36558
50,0.19829000000000002
51,-0.0011286
52,-0.15192
53,-0.24293
54,-0.29155
55,-0.31832
56,-0.33616
57,-0.35222
58,-0.37096
59,-0.39148
60,-0.41379
61,-0.43922
62,-0.46553999999999995
63,-0.48918
64,-0.5052399999999999
65,-0.51461
66,-0.52086
67,-0.528
68,-0.53959
69,-0.55253
70,-0.56235
71,-0.56725
72,-0.56993
73,-0.57171
74,-0.57305
75,-0.57216
76,-0.56993
77,-0.56547
78,-0.55878
79,-0.5516399999999999
80,-0.5453899999999999
81,-0.5404899999999999
82,-0.53469
83,-0.53067
84,-0.5262100000000001
85,-0.5213
86,-0.51595
87,-0.5106
88,-0.5061399999999999
89,-0.5030100000000001
90,-0.49988999999999995
91,-0.49409
92,-0.48472
93,-0.47178000000000003
94,-0.45438999999999996
95,-0.43073999999999996
96,-0.40487
97,-0.38568
98,-0.38434
99,-0.39951
100,-0.41557
101,-0.42539
102,-0.4294
103,-0.42896000000000006
104,-0.4245
105,-0.41513
106,-0.40397
107,-0.39148
108,-0.38078
109,-0.37185
110,-0.36516
111,-0.3607
112,-0.36159
113,-0.36739
114,-0.38211
115,-0.39996
116,-0.41468
117,-0.42985
118,-0.44056000000000006
119,-0.44411999999999996
120,-0.44323
121,-0.4352
122,-0.41200000000000003
123,-0.36427
124,-0.3085
125,-0.27192
126,-0.25319
127,-0.25988
128,-0.27326
129,-0.28085
130,-0.27549
131,-0.26122
132,-0.24649000000000001
133,-0.23623000000000002
134,-0.23310999999999998
135,-0.24516
136,-0.26211
137,-0.28352
138,-0.31296999999999997
139,-0.34063000000000004
140,-0.36739
141,-0.36962
142,-0.34686999999999996
143,-0.30627
144,-0.28664
145,-0.35178000000000004
146,-0.41379
147,-0.46598
148,-0.49811000000000005
149,-0.51863
150,-0.5271
151,-0.52175
152,-0.5222
153,-0.5382600000000001
154,-0.5574399999999999
155,-0.56547
156,-0.5677
157,-0.55788
158,-0.55075
159,-0.53959
160,-0.51863
161,-0.49943999999999994
162,-0.48203999999999997
163,-0.46108000000000005
164,-0.43699
165,-0.40754
166,-0.37631
167,-0.33929000000000004
168,-0.30091999999999997
169,-0.25451999999999997
170,-0.2001
171,-0.13764
172,-0.059124
173,-0.00068252
174,0.090772
175,0.17464000000000002
176,0.29643
177,0.41063999999999995
178,0.54091
179,0.68589
180,0.8500700000000001
181,1.0352
182,1.2404
183,1.463
184,1.7138
185,1.9578
186,2.1996
187,2.4699
188,2.6747
189,2.9067
190,3.0427
191,3.0891
192,3.1583
193,3.148
194,2.9611
195,2.7929
196,2.5855
197,2.5043
198,2.3062
199,2.084
200,1.8369
201,1.5746
202,1.3417
203,1.107
204,0.79742
205,0.59846
206,0.41644
207,0.18892
208,-0.046187
209,-0.21570999999999999
210,-0.3839
211,-0.51684
212,-0.6783399999999999
213,-0.82689
214,-0.9214700000000001
215,-1.0196
216,-1.112
217,-1.2257
218,-1.3002
219,-1.3783
220,-1.4412
221,-1.5108
222,-1.5594
223,-1.6045
224,-1.6486
225,-1.6857
226,-1.7209
227,-1.7606
228,-1.7856
229,-1.8115
230,-1.8338
231,-1.8521
232,-1.8730000000000002
233,-1.89
