timestamp,value
0,2.0039
1,1.9871
2,1.9706
3,1.9372
4,1.8987
5,1.8604
6,1.8223
7,1.7846
8,1.7437
9,1.703
10,1.6627
11,1.6226
12,1.5834
13,1.5405
14,1.4972
15,1.4639
16,1.4262
17,1.3812
18,1.3364
19,1.2925
20,1.2521
21,1.2087
22,1.1692
23,1.1263
24,1.0838
25,1.0452
26,1.0069
27,0.96886
28,0.9275399999999999
29,0.8900399999999999
30,0.84926
31,0.80877
32,0.76852
33,0.7285699999999999
34,0.68875
35,0.6492600000000001
36,0.60985
37,0.57076
38,0.53172
39,0.49311000000000005
40,0.45495
41,0.41681999999999997
42,0.3788
43,0.34096
44,0.30618
45,0.26861
46,0.23151
47,0.19474
48,0.15765
49,0.12080999999999999
50,0.084241
51,0.047506
52,0.011155
53,-0.024974
54,-0.060869000000000006
55,-0.096322
56,-0.13172
57,-0.16642
58,-0.20129
59,-0.23608
60,-0.27007
61,-0.30466
62,-0.33776
63,-0.37166
64,-0.40474
65,-0.43728
66,-0.46968000000000004
67,-0.50242
68,-0.53376
69,-0.5657800000000001
70,-0.59592
71,-0.62622
72,-0.65595
73,-0.68508
74,-0.71215
75,-0.7410100000000001
76,-0.76923
77,-0.79679
78,-0.82153
79,-0.8453799999999999
80,-0.8625
81,-0.8685700000000001
82,-0.87705
83,-0.88335
84,-0.893
85,-0.90009
86,-0.9046700000000001
87,-0.90515
88,-0.90355
89,-0.9046799999999999
90,-0.9006299999999999
91,-0.89659
92,-0.89084
93,-0.88277
94,-0.8688799999999999
95,-0.85349
96,-0.8376299999999999
97,-0.82016
98,-0.80457
99,-0.7979
100,-0.80532
101,-0.81405
102,-0.81467
103,-0.8198200000000001
104,-0.81968
105,-0.8413
106,-0.87597
107,-0.9064
108,-0.92786
109,-0.94634
110,-0.9850399999999999
111,-1.0195
112,-1.0491
113,-1.071
114,-1.0954
115,-1.1187
116,-1.1376
117,-1.1581
118,-1.1777
119,-1.2119
120,-1.2331
121,-1.2162
122,-1.198
123,-1.1833
124,-1.1641
125,-1.1423
126,-1.1224
127,-1.0985
128,-1.0765
129,-1.0535
130,-1.0284
131,-1.0047
132,-0.97654
133,-0.9501799999999999
134,-0.9206700000000001
135,-0.8905799999999999
136,-0.8599399999999999
137,-0.83106
138,-0.7994
139,-0.76513
140,-0.73053
141,-0.69353
142,-0.65654
143,-0.6189
144,-0.57328
145,-0.52563
146,-0.4773
147,-0.42831
148,-0.38175
149,-0.34094
150,-0.30393000000000003
151,-0.27085
