timestamp,value
0.0,0.059
0.0010000000000012221,0.0605
0.0020000000000024443,0.0635
0.0030000000000001137,0.0665
0.004000000000001336,0.0575
0.005000000000002558,0.058
0.006000000000000227,0.064
0.0070000000000014495,0.055
0.008000000000002672,0.059
0.009000000000000341,0.0565
0.010000000000001563,0.062
0.011000000000002785,0.07
0.012000000000000455,0.0615
0.013000000000001677,0.078
0.014000000000002899,0.0775
0.015000000000000568,0.065
0.01600000000000179,0.0665
0.017000000000003013,0.065
0.018000000000000682,0.067
0.019000000000001904,0.0645
0.020000000000003126,0.057
0.021000000000000796,0.0615
0.022000000000002018,0.0615
0.022999999999999687,0.054
0.02400000000000091,0.058
0.02500000000000213,0.0535
0.0259999999999998,0.0535
0.027000000000001023,0.0615
0.028000000000002245,0.061
0.028999999999999915,0.061
0.030000000000001137,0.0645
0.03100000000000236,0.067
0.03200000000000003,0.0695
0.03300000000000125,0.074
0.03400000000000247,0.068
0.03500000000000014,0.066
0.036000000000001364,0.0675
0.037000000000002586,0.065
0.038000000000000256,0.068
0.03900000000000148,0.0695
0.0400000000000027,0.0675
0.04100000000000037,0.06
0.04200000000000159,0.054
0.043000000000002814,0.054
0.04400000000000048,0.058
0.045000000000001705,0.0595
0.04600000000000293,0.062
0.0470000000000006,0.0635
0.04800000000000182,0.062
0.04900000000000304,0.0675
0.05000000000000071,0.0685
0.05100000000000193,0.068
0.052000000000003155,0.0645
0.053000000000000824,0.067
0.054000000000002046,0.0655
0.054999999999999716,0.0655
0.05600000000000094,0.067
0.05700000000000216,0.0595
0.05799999999999983,0.061
0.05900000000000105,0.062
0.060000000000002274,0.0595
0.06099999999999994,0.0605
0.062000000000001165,0.063
0.06300000000000239,0.061
0.06400000000000006,0.06
0.06500000000000128,0.0575
0.0660000000000025,0.0565
0.06700000000000017,0.063
0.06800000000000139,0.069
0.06900000000000261,0.067
0.07000000000000028,0.062
0.0710000000000015,0.0625
0.07200000000000273,0.0595
0.0730000000000004,0.059
0.07400000000000162,0.057
0.07500000000000284,0.0585
0.07600000000000051,0.064
0.07700000000000173,0.061
0.07800000000000296,0.065
0.07900000000000063,0.07
0.08000000000000185,0.076
0.08100000000000307,0.0715
0.08200000000000074,0.068
0.08300000000000196,0.0755
0.08400000000000318,0.0745
0.08500000000000085,0.0865
0.08600000000000207,0.076
0.08699999999999974,0.0725
0.08800000000000097,0.0835
0.08900000000000219,0.0765
0.08999999999999986,0.0825
0.09100000000000108,0.084
0.0920000000000023,0.0885
0.09299999999999997,0.0925
0.0940000000000012,0.095
0.09500000000000242,0.091
0.09600000000000009,0.086
0.09700000000000131,0.093
0.09800000000000253,0.092
0.0990000000000002,0.095
0.10000000000000142,0.096
0.10100000000000264,0.092
0.10200000000000031,0.0835
0.10300000000000153,0.0835
0.10400000000000276,0.0875
0.10500000000000043,0.086
0.10600000000000165,0.089
0.10700000000000287,0.085
0.10800000000000054,0.0915
0.10900000000000176,0.1095
0.11000000000000298,0.11
0.11100000000000065,0.1035
0.11200000000000188,0.106
0.1130000000000031,0.1095
0.11400000000000077,0.109
0.11500000000000199,0.1105
0.11600000000000321,0.116
