timestamp,value
0,-0.19768
1,-0.2042
2,-0.20715999999999998
3,-0.20826
4,-0.21009
5,-0.20953000000000002
6,-0.20758000000000001
7,-0.20718000000000003
8,-0.20633
9,-0.20303
10,-0.19860999999999998
11,-0.19178
12,-0.18206
13,-0.17123
14,-0.15969
15,-0.14959
16,-0.14009000000000002
17,-0.1275
18,-0.11963
19,-0.11706
20,-0.11789000000000001
21,-0.12390999999999999
22,-0.13372
23,-0.14143
24,-0.14356
25,-0.14388
26,-0.14289000000000002
27,-0.14213
28,-0.13699999999999998
29,-0.12688
30,-0.11896
31,-0.10882
32,-0.09085599999999999
33,-0.072362
34,-0.056718
35,-0.042824
36,-0.029921
37,-0.018526
38,-0.012965
39,-0.016784
40,-0.027188999999999998
41,-0.042187999999999996
42,-0.063083
43,-0.085145
44,-0.1042
45,-0.12287999999999999
46,-0.14010999999999998
47,-0.15499000000000002
48,-0.16894
49,-0.18002
50,-0.18865
51,-0.19407
52,-0.19571
53,-0.1962
54,-0.19754000000000002
55,-0.19635
56,-0.19009
57,-0.18089
58,-0.17331
59,-0.16660999999999998
60,-0.16015
61,-0.15669
62,-0.15417999999999998
63,-0.15938
64,-0.17513
65,-0.19344
66,-0.21254
67,-0.23205
68,-0.24843
69,-0.25947
70,-0.26836
71,-0.27383
72,-0.27383
73,-0.27058000000000004
74,-0.26589
75,-0.26043
76,-0.25435
77,-0.24886999999999998
78,-0.24615
79,-0.24559
80,-0.24475
81,-0.24366
82,-0.24231999999999998
83,-0.24335
84,-0.24459
85,-0.24314000000000002
86,-0.2445
87,-0.25028
88,-0.25661999999999996
89,-0.26535
90,-0.2762
91,-0.28401
92,-0.29029
93,-0.29561
94,-0.29925
95,-0.30046
96,-0.30075
97,-0.30171
98,-0.30325
99,-0.30484
100,-0.3046
101,-0.30196
102,-0.29736
103,-0.2934
104,-0.28963
105,-0.28362
106,-0.2778
107,-0.27259
108,-0.26608000000000004
109,-0.25976
110,-0.25318
111,-0.24441999999999997
112,-0.23545
113,-0.2273
114,-0.21932
115,-0.21126
116,-0.20192000000000002
117,-0.19309
118,-0.18523
119,-0.17801
120,-0.17348
121,-0.16999
122,-0.16634000000000002
123,-0.16505
124,-0.16601
125,-0.16825
126,-0.17096
127,-0.17389000000000002
128,-0.17818
129,-0.18382
130,-0.18932000000000002
131,-0.19484
132,-0.19937
133,-0.20234000000000002
134,-0.20384000000000002
135,-0.20432
136,-0.20743000000000003
137,-0.21041999999999997
138,-0.21209
139,-0.21427
140,-0.21506
141,-0.21575
142,-0.21594000000000002
143,-0.21468
144,-0.21408000000000002
145,-0.21352
146,-0.21016999999999997
147,-0.2074
148,-0.20475
149,-0.20065999999999998
150,-0.19726
151,-0.19305
152,-0.18585
153,-0.17643
154,-0.16601
155,-0.15613
156,-0.14797000000000002
157,-0.14317
158,-0.13923
159,-0.13656
160,-0.14175
161,-0.14957
162,-0.15999000000000002
163,-0.1738
164,-0.18695
165,-0.19927
166,-0.21156
167,-0.22278
168,-0.23213000000000003
169,-0.23885
170,-0.24234
171,-0.2461
172,-0.24777
173,-0.24886999999999998
174,-0.25199
175,-0.25306999999999996
176,-0.25487
177,-0.25715
178,-0.2593
179,-0.26135
180,-0.26142
181,-0.26111999999999996
182,-0.26116999999999996
183,-0.26065
184,-0.25661999999999996
185,-0.24975
186,-0.24535
187,-0.2388
188,-0.23084000000000002
189,-0.23029000000000002
190,-0.22728
191,-0.21961
192,-0.20826
193,-0.18775999999999998
194,-0.16228
195,-0.13699999999999998
196,-0.10644
197,-0.072035
198,-0.038242
199,-0.0053628999999999994
200,0.027284
201,0.058861000000000004
202,0.076349
203,0.083598
204,0.083215
205,0.068944
206,0.055689999999999996
207,0.036170999999999995
208,0.009034700000000001
209,-0.009305599999999999
210,-0.027145
211,-0.046022
212,-0.059632000000000004
213,-0.068334
214,-0.077825
215,-0.10500999999999999
216,-0.11993
217,-0.12994
218,-0.1513
219,-0.16133
220,-0.17556
221,-0.19014
222,-0.19134
223,-0.18397
224,-0.17918
225,-0.17247
226,-0.15893
227,-0.14793
228,-0.13662
229,-0.12497
230,-0.11657999999999999
231,-0.10378
232,-0.089285
233,-0.076947
234,-0.074278
235,-0.097339
236,-0.10607
237,-0.10627
238,-0.11264
239,-0.1276
240,-0.13177
241,-0.13502999999999998
242,-0.14573
243,-0.17501
244,-0.19116
245,-0.20800000000000002
246,-0.2119
247,-0.21218
248,-0.20970999999999998
249,-0.19817
250,-0.18293
251,-0.16734000000000002
252,-0.15120999999999998
253,-0.12521
254,-0.093198
255,-0.061801
256,-0.031721
